model,train-dataset,test-settings,test-hash,test-size,#gen,#matches,match_percentage
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,75000000,253639,57.60%,75001329
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,100000000,263439,59.83%,100000972
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,250000000,293941,66.75%,249998200
fla,gmail,all-8-100-80,a5fb2b0b53745df2f377930f171833d3,440342,500000000,316244,71.82%,499989845
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,32574,6.61%,946259
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,51117,10.38%,2354448
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,70342,14.28%,4664457
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,83555,16.96%,6967051
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,92926,18.86%,9193602
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,124349,25.24%,22526429
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,143965,29.22%,44361680
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,155426,31.55%,66253244
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,164958,33.48%,87683823
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,202204,41.05%,214624329
passflow,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,232046,47.10%,411305196
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,9037,0.43%,1000433
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,22039,1.05%,2494522
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,42038,2.00%,4977866
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,60380,2.88%,7450743
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,77294,3.69%,9912534
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,157154,7.49%,24530242
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,245162,11.69%,48426088
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,307056,14.64%,71903217
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,354375,16.90%,95062705
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,525196,25.04%,229546583
vgpt2,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,672081,32.05%,443240806
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,79269,16.09%,1001467
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,113245,22.99%,2500598
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,147652,29.97%,5001200
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,170224,34.55%,7501797
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,186579,37.87%,10000344
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,235074,47.72%,25001878
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,271581,55.13%,50001738
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,293869,59.65%,75001602
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,310281,62.98%,100001467
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,360464,73.17%,250000642
fla,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,391761,79.52%,499998011
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,1000000,43311,2.07%,993897
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,2500000,102452,4.89%,2457221
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,5000000,187815,8.96%,4837503
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,7500000,260738,12.43%,7154362
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,10000000,323614,15.43%,9412377
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,25000000,579023,27.61%,22083982
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,50000000,794796,37.90%,41049821
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,75000000,915101,43.64%,58374698
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,100000000,996036,47.50%,74612495
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,250000000,1223264,58.33%,159267787
passgpt,rockyou,all-8-100-80,8fffafbb5c7311b85a7227e466667ba2,2096861,500000000,1366161,65.15%,276781791
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,1000000,6600,0.08%,995078
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,2500000,15462,0.18%,2464423
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,5000000,28295,0.33%,4874378
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,7500000,39582,0.46%,7245124
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,10000000,49429,0.57%,9580689
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,25000000,96028,1.11%,23105694
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,50000000,150304,1.73%,44394041
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,75000000,190549,2.20%,64646528
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,100000000,223419,2.57%,84142710
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,250000000,353072,4.07%,191226489
passgan,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,500000000,476468,5.49%,348529886
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,1000000,3167,0.73%,998482
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,2500000,6633,1.54%,2485475
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,5000000,10839,2.51%,4951703
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,7500000,14187,3.29%,7404332
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,10000000,16967,3.93%,9844145
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,25000000,27643,6.41%,24327974
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,50000000,37814,8.76%,48047397
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,75000000,44490,10.31%,71418072
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,100000000,49553,11.48%,94526914
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,250000000,66793,15.48%,229614128
vgpt2,mailru,all-10-100-80,27942e439d2c91fab1f6d57eb0bbbb0f,431536,500000000,80821,18.73%,446669610
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,8824,16.45%,896234
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,11443,21.34%,2131777
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,13503,25.18%,4102623
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,14774,27.55%,6011176
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,15677,29.23%,7874045
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,18793,35.04%,18472112
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,21356,39.82%,34929638
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,22882,42.66%,50527629
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,23934,44.62%,65560474
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,27254,50.81%,149103976
passgpt,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,29566,55.13%,275426883
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,20308,37.86%,1001472
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,23207,43.27%,2500608
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,25456,47.46%,5001216
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,26715,49.81%,7501824
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,27639,51.53%,10000384
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,30432,56.74%,25001984
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,32441,60.49%,50001918
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,33581,62.61%,75001846
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,34374,64.09%,100001775
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,36674,68.38%,250001298
fla,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,38326,71.46%,499999705
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,1000000,2984,0.03%,1001096
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,2500000,7372,0.08%,2499171
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,5000000,14701,0.17%,4996743
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,7500000,21873,0.25%,7492866
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,10000000,28805,0.33%,9985338
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,25000000,68028,0.78%,24922816
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,50000000,126561,1.46%,49721946
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,75000000,177473,2.04%,74419922
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,100000000,223420,2.57%,99027916
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,250000000,432732,4.99%,245248398
vgpt2,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,500000000,660274,7.61%,485106962
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,13947,25.57%,1001472
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,17931,32.87%,2500608
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,21029,38.55%,5001215
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,22833,41.86%,7501822
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,24155,44.29%,10000381
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,28197,51.70%,25001977
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,31379,57.53%,50001902
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,33302,61.06%,75001821
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,34608,63.45%,100001740
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,38585,70.74%,250001172
fla,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,41352,75.82%,499999293
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,1000000,11758,2.39%,944484
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,2500000,22539,4.58%,2231594
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,5000000,34343,6.97%,4183233
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,7500000,43016,8.73%,5970452
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,10000000,49863,10.12%,7637761
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,25000000,74342,15.09%,16118974
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,50000000,94433,19.17%,27231073
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,75000000,105992,21.52%,36382299
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,100000000,113951,23.13%,44332249
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,250000000,137088,27.83%,79669834
passgan,taobao,all-8-100-80,4840d06e3767126ebb499539e981fd5b,492631,500000000,152154,30.89%,118780505
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,1000000,7407,13.81%,855857
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,2500000,9429,17.58%,1989720
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,5000000,10790,20.12%,3728166
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,7500000,11610,21.65%,5354712
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,10000000,12196,22.74%,6907284
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,25000000,14099,26.29%,15260870
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,50000000,15511,28.92%,27224291
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,75000000,16359,30.50%,37836554
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,100000000,16979,31.66%,47567627
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,250000000,18692,34.85%,95854282
passgan,libero,all-8-100-80,9727e5cd231958c73bbdec355edb3a80,53632,500000000,19988,37.27%,157682943
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,1000000,18233,5.94%,922147
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,2500000,28847,9.40%,2173031
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,5000000,37457,12.21%,4097558
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,7500000,42533,13.87%,5901413
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,10000000,46142,15.04%,7620433
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,25000000,57322,18.69%,16941238
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,50000000,65485,21.35%,30495114
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,75000000,70115,22.86%,42719639
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,100000000,73392,23.93%,54094538
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,250000000,83324,27.16%,112575964
passgan,mailru,all-8-100-80,f33bb989e8b77d9cf98678d1d917aadc,306752,500000000,90603,29.54%,191865378
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,1000000,2038,2.84%,847171
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,2500000,3139,4.38%,1968142
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,5000000,4207,5.86%,3667667
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,7500000,4871,6.79%,5243963
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,10000000,5376,7.49%,6736180
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,25000000,7220,10.06%,14679568
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,50000000,8699,12.13%,25964197
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,75000000,9617,13.41%,35968904
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,100000000,10294,14.35%,45164135
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,250000000,12505,17.43%,91477289
passgan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,500000000,14151,19.73%,152504821
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,1000000,22874,0.26%,1000123
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,2500000,56063,0.65%,2492196
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,5000000,109723,1.26%,4968179
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,7500000,161752,1.86%,7428642
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,10000000,211547,2.44%,9871830
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,25000000,481656,5.55%,24257334
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,50000000,840270,9.68%,47328498
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,75000000,1118950,12.89%,69511263
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,100000000,1342224,15.46%,91008436
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,250000000,2127966,24.52%,210785151
passgpt,linkedin,all-10-100-80,27ae52bf1697d296221269ac43003c87,8680184,500000000,2733516,31.49%,391385753
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,1000000,3173,0.38%,985835
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,2500000,6371,0.77%,2421716
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,5000000,10209,1.23%,4746375
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,7500000,13050,1.58%,7005637
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,10000000,15591,1.88%,9212336
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,25000000,25425,3.07%,21700048
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,50000000,35124,4.24%,40680894
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,75000000,41708,5.04%,58201605
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,100000000,46761,5.65%,74684629
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,250000000,64643,7.81%,160398170
passgan,000webhost,all-8-100-80,11e6f1030f2c14e37ae7b8391011b0dd,827426,500000000,79583,9.62%,276365480
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,1000000,2301,3.21%,970603
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,2500000,4051,5.65%,2365435
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,5000000,5757,8.03%,4614284
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,7500000,6876,9.59%,6799885
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,10000000,7608,10.61%,8872401
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,25000000,9530,13.29%,19074015
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,50000000,11152,15.55%,33544881
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,75000000,12142,16.93%,46630054
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,100000000,12909,18.00%,58868444
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,250000000,15564,21.70%,123276008
plr-gan,ashleymadison,all-10-100-80,cee84d6c74d5c129b3f2f3ee39c2c9e1,71733,500000000,17753,24.75%,213582204
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,1000000,2110,2.84%,928472
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,2500000,3419,4.60%,2214360
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,5000000,4630,6.23%,4225955
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,7500000,5445,7.33%,6141196
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,10000000,6042,8.13%,7989510
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,25000000,8077,10.87%,18219020
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,50000000,9793,13.18%,33524590
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,75000000,10887,14.65%,47614403
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,100000000,11649,15.67%,60903288
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,250000000,14142,19.03%,131327860
passgan,ashleymadison,all-12-100-80,b1050e4d8c2416c0c16a6d9578861192,74319,500000000,16150,21.73%,230935865
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,1000000,3,0.01%,753008
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,2500000,4,0.01%,1697394
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,5000000,7,0.01%,3105965
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,7500000,9,0.02%,4400214
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,10000000,13,0.02%,5621224
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,25000000,24,0.04%,12112103
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,50000000,37,0.07%,21360568
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,75000000,49,0.09%,29602227
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,100000000,57,0.10%,37219078
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,250000000,100,0.18%,76105087
vgpt2,ashleymadison,all-8-100-80,8e9b567900eab3bddf0a859b8f7d9485,54542,500000000,157,0.29%,128319624
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,1000000,5818,6.15%,953255
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,2500000,8512,9.00%,2322130
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,5000000,10273,10.86%,4491335
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,7500000,11096,11.73%,6487936
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,10000000,11689,12.35%,8395704
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,25000000,13640,14.42%,18939967
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,50000000,15330,16.20%,34805488
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,75000000,16430,17.36%,49525428
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,100000000,17260,18.24%,63517265
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,250000000,20132,21.28%,138990438
plr-gan,libero,all-12-100-80,089cd10612b874833102d6d25ab34970,94616,500000000,22550,23.83%,248739914
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,1000000,6639,7.97%,945898
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,2500000,9079,10.90%,2271782
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,5000000,10309,12.37%,4239096
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,7500000,11078,13.29%,6068900
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,10000000,11675,14.01%,7813644
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,25000000,13770,16.52%,17343987
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,50000000,15588,18.71%,31443648
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,75000000,16681,20.02%,44322454
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,100000000,17477,20.97%,56414127
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,250000000,20362,24.44%,120153201
plr-gan,libero,all-10-100-80,8390bad5f6d2ef4eaff1a3231139087b,83328,500000000,22732,27.28%,209801322
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,1000000,46300,1.36%,989668
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,2500000,82834,2.43%,2463062
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,5000000,121062,3.55%,4896575
passflow,rockyou,all-12-100-80,9538b688ad173429d96b4304e1b1daa9,3405659,7500000,149679,4.39%,7335006
